employee_id,salary_month,gross_salary,bonus,tax_deduction
EMP026003,2025-02,95796,43624,7097.97
EMP026004,2025-02,43248,26646,2935.88
EMP026005,2025-03,66655,35998,16482.59
EMP026006,2025-01,126697,38888,31220.28
EMP026007,2025-03,123998,33767,27749.92
EMP026008,2025-02,41576,13087,6583.81
EMP026009,2025-02,75436,38444,9953.03
EMP026010,2025-01,61629,47403,5123.01
EMP026011,2025-03,95910,4223,22535.43
EMP026012,2025-04,88211,19144,11248.44
EMP026013,2025-03,105026,29182,25831.75
EMP026014,2025-03,33784,44265,5552.59
EMP026015,2025-03,177752,33820,40466.83
EMP026016,2025-03,30095,46787,6936.08
EMP026017,2025-02,109012,33755,9270.9
EMP026018,2025-04,133499,43734,7739.87
EMP026019,2025-03,58479,29430,10367.07
EMP026020,2025-03,96514,6178,6328.32
EMP026021,2025-01,55732,46737,11080.23
EMP026022,2025-01,39813,39484,7053.18
EMP026023,2025-03,52499,38192,11660.87
EMP026024,2025-01,126618,31032,27008.92
EMP026025,2025-01,44076,36729,3342.46
EMP026026,2025-01,93161,2900,6468.83
EMP026027,2025-01,84392,3944,20718.14
EMP026028,2025-03,56131,24825,12459.77
EMP026029,2025-04,37546,8317,5137.55
EMP026030,2025-01,168666,32817,37769.46
EMP026031,2025-03,133852,8462,7100.15
EMP026032,2025-03,71745,27541,12757.5
EMP026033,2025-04,170538,32395,9472.7
EMP026034,2025-03,128396,47967,7981.37
EMP026035,2025-02,114057,14385,6457.02
EMP026036,2025-01,47075,45994,9555.22
EMP026037,2025-01,120247,17360,28882.28
EMP026038,2025-03,67020,12578,7587.11
EMP026039,2025-03,55850,35558,6958.83
EMP026040,2025-01,55350,12497,6407.69
EMP026041,2025-02,136047,46657,11996.54
EMP026042,2025-02,123096,2170,8041.77
EMP026043,2025-04,93240,27131,15096.3
EMP026044,2025-03,110504,14090,25119.09
EMP026045,2025-02,49549,17752,3345.16
EMP026046,2025-03,128397,38515,9060.86
EMP026047,2025-04,69914,32895,14275.58
EMP026048,2025-04,176692,22425,13703.3
EMP026049,2025-03,32313,4087,5239.86
EMP026050,2025-02,109986,13072,21233.78
EMP026051,2025-04,42830,49995,5542.39
EMP026052,2025-01,92562,26647,8303.99
EMP026053,2025-03,175502,38886,41298.62
EMP026054,2025-03,54839,45591,11386.32
EMP026055,2025-03,163898,36781,31404.69
EMP026056,2025-02,54529,938,10857.2
EMP026057,2025-03,67000,5824,11075.19
EMP026058,2025-02,127055,9641,28492.0
EMP026059,2025-02,111289,38728,24978.28
EMP026060,2025-03,69425,4160,6093.5
EMP026061,2025-01,87535,22330,8417.65
EMP026062,2025-04,125361,46769,13393.86
EMP026063,2025-01,176191,41641,39690.3
EMP026064,2025-02,167077,3271,39025.08
EMP026065,2025-01,91896,36078,18592.22
EMP026066,2025-04,84684,29716,7370.09
EMP026067,2025-03,130196,843,31765.51
EMP026068,2025-02,115729,36466,5954.86
EMP026069,2025-01,71648,7754,11655.49
EMP026070,2025-01,135111,17289,24746.3
EMP026071,2025-04,48410,33350,10275.88
EMP026072,2025-01,114694,1756,21889.4
EMP026073,2025-03,59259,8145,4649.88
EMP026074,2025-04,81462,16948,15137.95
EMP026075,2025-04,99769,38594,23603.68
EMP026076,2025-04,95885,185,20144.15
EMP026077,2025-02,139097,27261,22096.41
EMP026078,2025-04,59709,48984,10313.7
EMP026079,2025-04,82265,9961,13910.8
EMP026080,2025-01,57780,25420,9329.59
EMP026081,2025-04,139864,2379,16737.4
EMP026082,2025-02,114107,40831,19766.94
EMP026083,2025-04,157261,2330,14416.77
EMP026084,2025-03,83484,3395,5476.58
EMP026085,2025-02,36458,27219,5637.26
EMP026086,2025-04,74322,49800,10958.43
EMP026087,2025-03,167150,40964,20866.87
EMP026088,2025-04,114750,26503,15517.99
EMP026089,2025-03,96155,48163,18129.29
EMP026090,2025-03,86167,22508,15742.36
EMP026091,2025-01,98957,23695,19365.86
EMP026092,2025-03,86850,8361,19135.04
EMP026093,2025-01,-28363,2361,1731.6
EMP026094,2025-04,143845,24311,33643.7
EMP026095,2025-03,40762,31161,2471.41
EMP026096,2025-03,114318,30075,5983.24
EMP026097,2025-03,117973,925,25450.22
EMP026098,2025-02,156251,29453,14437.37
EMP026099,2025-01,144015,14772,9546.9
EMP026100,2025-01,73063,25255,5067.78
EMP026101,2025-04,143698,24894,12890.57
EMP026102,2025-01,153140,19446,25104.02
EMP026103,2025-01,78816,44541,12229.53
EMP026104,2025-04,88092,13000,18036.21
EMP026105,2025-01,167038,24188,35042.39
EMP026106,2025-02,144898,5015,9646.85
EMP026107,2025-03,134318,27367,7615.53
EMP026108,2025-04,30613,7023,6523.3
EMP026109,2025-04,165791,24203,14580.47
EMP026110,2025-03,80175,49318,16739.89
EMP026111,2025-03,131003,41673,26491.56
EMP026112,2025-01,26976,17409,2035.07
EMP026113,2025-02,158545,14066,35797.03
EMP026114,2025-02,87962,47234,11704.46
EMP026115,2025-01,163297,49991,9798.85
EMP026116,2025-04,65804,41829,13219.32
EMP026117,2025-01,136744,38724,28552.73
EMP026118,2025-03,145266,6905,35639.31
EMP026119,2025-01,95817,41450,6846.92
EMP026120,2025-03,30977,9413,4591.29
EMP026121,2025-04,54389,49787,7756.47
EMP026122,2025-03,114295,2410,5751.27
EMP026123,2025-02,167885,3247,39538.09
EMP026124,2025-04,70334,5384,9534.16
EMP026125,2025-03,80305,22868,17486.98
EMP026126,2025-03,72843,38132,6606.42
EMP026127,2025-01,149347,21617,23577.67
EMP026128,2025-01,173814,38149,30977.4
EMP026129,2025-03,58040,36142,7217.51
EMP026130,2025-02,73171,34735,8824.8
EMP026131,2025-01,161165,20968,16341.61
EMP026132,2025-02,138103,26177,18102.96
EMP026133,2025-01,26762,25482,3902.89
EMP026134,2025-04,152767,32523,32259.79
EMP026135,2025-03,170418,23386,22582.83
EMP026136,2025-03,115960,48269,6075.55
EMP026137,2025-01,178586,327,31736.91
EMP026138,2025-02,165859,21310,28476.5
EMP026139,2025-04,166789,4909,8814.13
EMP026140,2025-03,110249,18040,12415.52
EMP026141,2025-01,72630,35424,5884.74
EMP026142,2025-03,176354,23975,11059.04
EMP026143,2025-03,163280,42988,32407.14
EMP026144,2025-02,142163,21100,33106.25
EMP026145,2025-02,138019,33906,15048.32
EMP026146,2025-02,68727,40353,8014.77
EMP026147,2025-03,32887,16332,2894.48
EMP026148,2025-03,50970,7748,5756.43
EMP026149,2025-04,92623,26183,11396.14
EMP026150,2025-01,145953,10105,19923.05
EMP026151,2025-02,139931,4974,27763.6
EMP026152,2025-04,85139,40795,7677.55
EMP026153,2025-02,80215,33865,14446.92
EMP026154,2025-02,157311,14874,17207.06
EMP026155,2025-03,144924,18631,30705.36
EMP026156,2025-04,86857,24523,7519.35
EMP026157,2025-01,61822,26851,12046.18
EMP026158,2025-04,120421,22802,6141.29
EMP026159,2025-04,56802,36240,12114.93
EMP026160,2025-02,162887,38354,26215.75
EMP026161,2025-04,128125,34345,29299.03
EMP026162,2025-03,150867,1057,9445.65
EMP026163,2025-03,176960,29174,26220.78
EMP026164,2025-03,36040,36859,6061.08
EMP026165,2025-01,73157,24397,11085.43
EMP026166,2025-01,31639,25029,7204.74
EMP026167,2025-02,149107,23144,28661.72
EMP026168,2025-02,71015,26660,11025.79
EMP026169,2025-01,127183,44016,29242.33
EMP026170,2025-04,42480,21563,5674.73
EMP026171,2025-01,85779,33460,4936.08
EMP026172,2025-02,75672,38863,17314.21
EMP026173,2025-03,25318,36298,2609.99
EMP026174,2025-02,160088,1271,32526.91
EMP026175,2025-01,146589,29304,8578.8
EMP026176,2025-02,143973,32804,24276.99
EMP026177,2025-02,50727,33289,8073.3
EMP026178,2025-03,41052,2510,2114.06
EMP026179,2025-02,139299,6719,33794.9
EMP026180,2025-03,36472,36990,4583.7
EMP026181,2025-04,28915,18707,4136.53
EMP026182,2025-02,91814,16900,5920.59
EMP026183,2025-04,168976,9696,32357.06
EMP026184,2025-01,175133,10804,17041.68
EMP026185,2025-02,78683,16314,9298.11
EMP026186,2025-04,51068,2280,3086.89
EMP026187,2025-03,98315,45324,10516.15
EMP026188,2025-02,122101,47563,16317.68
EMP026189,2025-01,105898,26100,19189.36
EMP026190,2025-03,30285,27272,5557.16
EMP026191,2025-02,117319,47740,19115.26
EMP026192,2025-03,134974,12897,26357.52
EMP026193,2025-03,60703,33241,7023.51
EMP026194,2025-03,56823,44015,14045.84
EMP026195,2025-03,122438,25690,26886.21
EMP026196,2025-03,79450,7921,10945.67
EMP026197,2025-03,47647,7685,5892.32
EMP026198,2025-02,68826,4846,5241.46
EMP026199,2025-02,84030,24702,6709.23
EMP026200,2025-01,124001,18266,29580.69
EMP026201,2025-01,72928,546,12596.5
EMP026202,2025-03,86079,25760,15635.01
EMP026203,2025-03,50203,33568,4129.21
EMP026204,2025-03,159318,49328,34693.41
EMP026205,2025-04,84083,49607,8293.17
EMP026206,2025-02,66870,20968,10800.23
EMP026207,2025-02,78381,23676,14064.41
EMP026208,2025-01,87114,49198,17411.49
EMP026209,2025-02,146084,30783,25469.37
EMP026210,2025-02,127063,38993,10302.05
EMP026211,2025-02,91095,17584,11590.94
EMP026212,2025-03,91942,5222,19085.34
EMP026213,2025-02,66528,29626,6132.83
EMP026214,2025-01,38698,48135,8467.13
EMP026215,2025-03,114914,17379,24299.34
EMP026216,2025-02,76101,43673,16799.76
EMP026217,2025-01,139368,9512,19487.71
EMP026218,2025-01,30315,30709,3900.02
EMP026219,2025-03,96146,26380,18924.39
EMP026220,2025-04,49936,4286,4554.98
EMP026221,2025-04,45055,41936,7722.43
EMP026222,2025-03,169179,29063,40883.66
EMP026223,2025-02,117032,20652,9799.28
EMP026224,2025-01,116064,47880,28786.98
EMP026225,2025-03,119293,9509,16810.69
EMP026226,2025-02,177658,11318,25061.49
EMP026227,2025-04,38161,48066,6459.16
EMP026228,2025-03,175497,34333,24296.2
EMP026229,2025-03,134691,33197,24919.04
EMP026230,2025-01,66175,8915,6046.24
EMP026231,2025-04,68616,8742,17022.07
EMP026232,2025-03,80884,40313,12193.46
EMP026233,2025-04,90721,40251,12167.48
EMP026234,2025-01,172553,7652,28463.29
EMP026235,2025-01,33903,41814,3611.65
EMP026236,2025-02,139788,2689,10068.89
EMP026237,2025-02,101857,5461,6410.07
EMP026238,2025-02,163841,10553,22006.77
EMP026239,2025-01,119000,37834,24147.74
EMP026240,2025-03,132365,49776,20673.07
EMP026241,2025-04,132896,16706,13927.07
EMP026242,2025-03,34774,46156,6811.64
EMP026243,2025-03,46811,5792,8721.78
EMP026244,2025-03,120550,41038,11092.68
EMP026245,2025-03,55054,6448,6106.69
EMP026246,2025-04,34876,1306,8631.02
EMP026247,2025-03,138921,9145,24019.25
EMP026248,2025-01,50168,47722,11372.87
EMP026249,2025-04,62207,26654,4068.01
EMP026250,2025-03,147210,16173,35689.83
EMP026251,2025-03,43002,14493,3871.52
EMP026252,2025-03,142656,22446,30385.1
EMP026253,2025-01,99121,28945,5803.46
EMP026254,2025-02,155526,31091,17974.85
EMP026255,2025-04,82419,36598,8585.59
EMP026256,2025-01,30296,11515,5117.93
EMP026257,2025-02,70604,40092,14204.57
EMP026258,2025-04,148994,19629,19788.07
EMP026259,2025-01,48481,48213,10129.68
EMP026260,2025-02,105152,17496,21064.26
EMP026261,2025-01,93691,49332,22542.83
EMP026262,2025-01,70092,30744,7095.97
EMP026263,2025-01,79823,30870,11386.72
EMP026264,2025-04,169235,13163,21710.28
EMP026265,2025-03,140549,26301,25410.95
EMP026266,2025-01,163235,16689,24732.61
EMP026267,2025-03,112689,27886,9424.11
EMP026268,2025-01,82019,7958,11439.47
EMP026269,2025-03,39643,47039,5841.85
EMP026270,2025-04,170944,17690,9545.16
EMP026271,2025-01,75839,3063,14315.02
EMP026272,2025-04,62056,32744,8005.81
EMP026273,2025-02,46690,41657,2931.11
EMP026274,2025-03,169361,8635,40775.86
EMP026275,2025-01,35304,16917,6918.0
EMP026276,2025-04,172345,4057,21659.76
EMP026277,2025-03,37815,9603,6453.22
EMP026278,2025-04,162272,24624,16643.73
EMP026279,2025-02,172559,34366,9734.3
EMP026280,2025-01,34297,4973,7414.46
EMP026281,2025-04,57166,2077,13298.89
EMP026282,2025-02,53602,33243,11349.04
EMP026283,2025-03,114778,39275,22700.54
EMP026284,2025-04,89292,39754,10931.16
EMP026285,2025-02,51344,43683,7645.21
EMP026286,2025-04,52179,36840,5739.42
EMP026287,2025-01,121758,7613,18958.58
EMP026288,2025-02,36859,23576,4475.07
EMP026289,2025-04,126613,35027,12334.84
EMP026290,2025-04,165688,34789,35724.81
EMP026291,2025-02,79352,2536,4549.27
EMP026292,2025-04,84033,48711,11155.33
EMP026293,2025-03,128002,26845,22501.41
EMP026294,2025-02,169625,41269,17652.95
EMP026295,2025-01,86137,13505,19502.0
EMP026296,2025-01,107744,3782,16165.99
EMP026297,2025-04,102039,13110,11664.89
EMP026298,2025-01,99443,16600,19541.69
EMP026299,2025-03,147889,37038,9903.06
EMP026300,2025-02,68654,814,14656.33
EMP026301,2025-02,100424,16821,19945.4
EMP026302,2025-04,46143,32275,6156.46
EMP026303,2025-01,34981,13051,6444.19
EMP026304,2025-03,67468,12383,11548.98
EMP026305,2025-04,58193,31911,13414.99
EMP026306,2025-02,73283,42078,10036.94
EMP026307,2025-03,93401,31776,8274.68
EMP026308,2025-04,32395,6800,6587.67
EMP026309,2025-01,37833,10167,7316.58
EMP026310,2025-01,170825,5438,16494.91
EMP026311,2025-02,38895,15108,6257.85
EMP026312,2025-01,118911,39511,20454.24
EMP026313,2025-04,86946,45670,12160.03
EMP026314,2025-03,162493,48049,27520.9
EMP026315,2025-03,122343,16559,8362.88
EMP026316,2025-03,133626,4715,11948.28
EMP026317,2025-02,44805,21470,8992.68
EMP026318,2025-04,160490,11520,20290.18
EMP026319,2025-03,59932,28504,14289.45
EMP026320,2025-04,61856,39034,11757.07
EMP026321,2025-02,103589,35763,25725.58
EMP026322,2025-01,118346,4871,6721.98
EMP026323,2025-03,137959,38424,10467.75
EMP026324,2025-03,93613,32339,5606.9
EMP026325,2025-04,61064,49186,3102.04
EMP026326,2025-04,32760,22274,2293.38
EMP026327,2025-02,165374,41541,29038.42
EMP026328,2025-01,43058,39358,2891.03
EMP026329,2025-03,179107,6360,42745.83
EMP026330,2025-02,105685,46251,10791.81
EMP026331,2025-02,148788,11748,32410.39
EMP026332,2025-04,117539,46220,20534.06
EMP026333,2025-02,105988,35464,22264.06
EMP026334,2025-01,97605,25106,20295.92
EMP026335,2025-04,104832,33998,10468.77
EMP026336,2025-04,78006,30529,18239.71
EMP026337,2025-01,161471,14156,25882.06
EMP026338,2025-04,66046,48287,4530.67
EMP026339,2025-02,106536,13902,6911.94
EMP026340,2025-02,176419,41044,12612.88
EMP026341,2025-02,74377,1974,4945.57
EMP026342,2025-01,66048,6529,3460.15
EMP026343,2025-04,30027,20970,7480.34
EMP026344,2025-04,35520,1619,3507.81
EMP026345,2025-02,155356,27554,19614.54
EMP026346,2025-01,42242,31029,6491.62
EMP026347,2025-02,91575,6059,7938.69
EMP026348,2025-04,120941,8615,20863.02
EMP026349,2025-04,136133,4537,24266.95
EMP026350,2025-04,85236,31042,17138.24
EMP026351,2025-04,124447,38739,28159.38
EMP026352,2025-02,112251,12369,10789.78
EMP026353,2025-03,122015,45129,18801.6
EMP026354,2025-02,159110,12250,35496.81
EMP026355,2025-02,52168,26105,11774.69
EMP026356,2025-03,73239,10035,17642.14
EMP026357,2025-04,117049,43624,20657.45
EMP026358,2025-03,125906,10366,22561.75
EMP026359,2025-04,153313,22398,29270.23
EMP026360,2025-01,71986,47995,9762.08
EMP026361,2025-04,148755,27306,19299.69
EMP026362,2025-01,25031,6434,2293.23
EMP026363,2025-04,126100,47174,28452.07
EMP026364,2025-04,119965,48725,23605.09
EMP026365,2025-03,143247,27194,12458.96
EMP026366,2025-03,100560,4611,19918.39
EMP026367,2025-03,149455,916,35739.54
EMP026368,2025-03,118097,31675,7671.01
EMP026369,2025-03,161608,1923,17242.51
EMP026370,2025-01,170517,5659,30053.81
EMP026371,2025-04,141563,20152,20478.79
EMP026372,2025-03,72949,17156,12507.78
EMP026373,2025-01,176946,37649,22963.49
EMP026374,2025-04,49333,5563,3871.53
EMP026375,2025-02,44909,11365,3637.26
EMP026376,2025-04,149419,26609,29123.13
EMP026377,2025-02,178563,46226,30829.86
EMP026378,2025-03,125189,36855,8229.85
EMP026379,2025-01,146489,26301,23266.79
EMP026380,2025-04,124139,45789,14719.69
EMP026381,2025-04,51095,19603,9204.33
EMP026382,2025-04,28746,23141,4809.85
EMP026383,2025-01,142869,26713,9979.21
EMP026384,2025-02,102395,29590,22853.06
EMP026385,2025-02,52505,35497,7316.68
EMP026386,2025-02,142771,32603,28226.17
EMP026387,2025-03,114607,21329,27731.37
EMP026388,2025-02,33515,8325,6933.99
EMP026389,2025-04,47828,30285,11154.89
EMP026390,2025-03,104095,48377,16377.03
EMP026391,2025-03,130885,9113,23394.55
EMP026392,2025-03,94110,34752,23205.16
EMP026393,2025-03,72431,37949,16498.4
EMP026394,2025-04,56451,49784,9638.15
EMP026395,2025-01,153813,20786,8491.45
EMP026396,2025-03,41550,15994,7005.0
EMP026397,2025-02,84756,14491,14384.3
EMP026398,2025-03,147123,46639,26952.65
EMP026399,2025-02,43988,38790,9441.84
EMP026400,2025-01,97674,9908,16675.23
EMP026401,2025-04,57820,37010,12979.86
EMP026402,2025-02,29704,18804,2103.56
EMP026403,2025-04,44603,32732,3221.9
EMP026404,2025-04,64473,46584,7620.44
EMP026405,2025-02,145152,21345,26972.05
EMP026406,2025-01,167308,11058,30525.43
EMP026407,2025-04,41345,20799,9128.13
EMP026408,2025-02,150309,13365,35387.6
EMP026409,2025-03,94580,16501,14040.94
EMP026410,2025-04,126286,2644,25525.27
EMP026411,2025-01,170754,26082,41613.84
EMP026412,2025-01,147757,46657,16697.61
EMP026413,2025-02,128980,46552,11825.74
EMP026414,2025-04,170992,8733,23934.57
EMP026415,2025-03,132167,12281,29566.87
EMP026416,2025-04,129091,8276,23813.31
EMP026417,2025-02,108733,47476,10066.17
EMP026418,2025-01,34018,19268,2026.75
EMP026419,2025-03,74360,23643,12467.28
EMP026420,2025-04,170036,48846,37284.76
EMP026421,2025-02,134018,11815,20293.06
EMP026422,2025-03,114455,21690,18941.75
EMP026423,2025-02,48286,7548,9302.77
EMP026424,2025-01,148127,40705,32877.42
EMP026425,2025-01,133064,28607,16437.91
EMP026426,2025-01,27505,4892,2548.78
EMP026427,2025-04,106146,34089,10274.2
EMP026428,2025-01,101568,18106,16550.13
EMP026429,2025-02,126269,19556,31337.17
EMP026430,2025-03,140973,49832,17227.7
EMP026431,2025-03,36415,32371,5661.07
EMP026432,2025-02,99950,6845,19433.01
EMP026433,2025-02,50643,510,10356.27
EMP026434,2025-02,25899,25888,5463.25
EMP026435,2025-01,65220,43425,7198.77
EMP026436,2025-04,175434,395,10948.15
EMP026437,2025-01,177725,6232,21198.8
EMP026438,2025-02,117869,41994,8874.95
EMP026439,2025-03,86230,5024,11369.6
EMP026440,2025-01,122900,19168,23702.29
EMP026441,2025-02,101528,37937,6797.7
EMP026442,2025-04,149740,16950,21856.16
EMP026443,2025-02,83801,13402,17929.53
EMP026444,2025-03,62869,48249,4681.69
EMP026445,2025-03,92577,37388,11230.27
EMP026446,2025-01,48301,14526,9548.03
EMP026447,2025-03,35108,1563,5240.57
EMP026448,2025-03,95867,30844,19379.6
EMP026449,2025-01,113283,1642,26091.29
EMP026450,2025-03,33684,5583,5165.2
EMP026451,2025-01,48107,18776,6975.8
EMP026452,2025-04,148318,43915,37039.62
EMP026453,2025-01,46102,41616,7513.64
EMP026454,2025-01,61025,29730,12123.21
EMP026455,2025-04,129021,41630,11097.29
EMP026456,2025-03,63805,43356,15602.16
EMP026457,2025-04,62544,10249,8493.48
EMP026458,2025-04,125755,463,11713.6
EMP026459,2025-01,150753,43331,31492.39
EMP026460,2025-04,88560,48991,5233.03
EMP026461,2025-04,168450,6771,29367.06
EMP026462,2025-04,39931,41425,2280.72
EMP026463,2025-01,32157,40819,6251.95
EMP026464,2025-03,95796,36550,14708.89
EMP026465,2025-01,88345,26519,7329.22
EMP026466,2025-03,171550,24121,12830.37
EMP026467,2025-03,137436,2029,34332.56
EMP026468,2025-04,127827,34862,10299.2
EMP026469,2025-03,55863,43646,9156.59
EMP026470,2025-01,151448,2750,34848.64
EMP026471,2025-03,119039,49163,21659.02
EMP026472,2025-01,150966,40896,7617.3
EMP026473,2025-01,145731,6921,10571.13
EMP026474,2025-03,65545,31555,15270.07
EMP026475,2025-02,120215,37264,22000.86
EMP026476,2025-01,50676,27589,5815.84
EMP026477,2025-01,43375,29820,8208.93
EMP026478,2025-03,140455,11536,11155.39
EMP026479,2025-02,119971,29066,16273.43
EMP026480,2025-04,45862,44795,7005.02
EMP026481,2025-04,116838,28065,24307.85
EMP026482,2025-04,122369,44543,19521.06
EMP026483,2025-04,88412,7981,7432.15
EMP026484,2025-01,151598,49209,18387.04
EMP026485,2025-04,65528,22788,7518.25
EMP026486,2025-03,122101,34494,30405.26
EMP026487,2025-04,27650,48028,1845.32
EMP026488,2025-03,127444,40515,25071.51
EMP026489,2025-04,90468,36639,13594.15
EMP026490,2025-02,178430,23245,31997.37
EMP026491,2025-02,47193,3910,7738.04
EMP026492,2025-03,134887,15843,15473.82
EMP026493,2025-03,129279,36084,14501.2
EMP026494,2025-02,164159,13091,28253.1
EMP026495,2025-03,145305,1621,35421.54
EMP026496,2025-03,65919,3804,10994.52
EMP026497,2025-01,71101,29559,10254.45
EMP026498,2025-03,135409,41668,27906.65
EMP026499,2025-02,68155,49183,15977.96
EMP026500,2025-04,67450,24727,8498.47
EMP026501,2025-01,92879,29917,20890.01
EMP026502,2025-04,53426,38574,10987.19
EMP026503,2025-03,120027,13501,21158.84
EMP026504,2025-03,172252,10798,29205.71
EMP026505,2025-04,163729,24802,15604.04
EMP026506,2025-04,69031,25065,9442.96
EMP026507,2025-02,152759,31075,18535.84
EMP026508,2025-02,117762,38349,7094.3
EMP026509,2025-04,138292,2945,17980.05
EMP026510,2025-04,162011,18499,22970.13
EMP026511,2025-04,164211,29525,34428.56
EMP026512,2025-04,74111,44306,12879.28
EMP026513,2025-01,82335,22314,16682.33
EMP026514,2025-02,78929,44064,18853.98
EMP026515,2025-01,158888,34345,26030.88
EMP026516,2025-04,79067,37709,4790.98
EMP026517,2025-02,107916,21632,22970.66
EMP026518,2025-01,67674,45224,4806.32
EMP026519,2025-01,79283,24997,15250.06
EMP026520,2025-03,97584,15684,21645.77
EMP026521,2025-01,160273,17962,17404.97
EMP026522,2025-01,52653,24641,3612.99
EMP026523,2025-02,131279,21972,24770.65
EMP026524,2025-02,29143,20827,3165.23
EMP026525,2025-03,103474,11741,11603.33
EMP026526,2025-01,138845,31668,25996.68
EMP026527,2025-04,107692,2,22130.38
EMP026528,2025-04,116686,37685,6090.32
EMP026529,2025-03,63068,35010,10949.24
EMP026530,2025-01,90408,17476,12616.87
EMP026531,2025-04,35293,48703,6819.55
EMP026532,2025-04,74914,565,6679.93
EMP026533,2025-02,143685,15329,24918.1
EMP026534,2025-02,123444,18649,14272.77
EMP026535,2025-01,39198,13095,4699.36
EMP026536,2025-02,100188,30492,23286.43
EMP026537,2025-02,167615,17235,26286.57
EMP026538,2025-03,110773,16051,20395.05
EMP026539,2025-01,154947,35385,10730.18
EMP026540,2025-03,35576,23174,3426.45
EMP026541,2025-02,40415,3934,9055.24
EMP026542,2025-01,134696,4125,19911.25
EMP026543,2025-01,118956,25530,7505.12
EMP026544,2025-04,174981,43659,9003.69
EMP026545,2025-02,110234,31032,23340.28
EMP026546,2025-01,149140,47521,19438.02
EMP026547,2025-04,175642,32185,28253.01
EMP026548,2025-03,72334,25500,15764.21
EMP026549,2025-01,59392,43503,5593.9
EMP026550,2025-04,111140,47387,10660.24
EMP026551,2025-01,45001,24605,5319.51
EMP026552,2025-04,116539,2629,6384.53
EMP026553,2025-02,29602,6943,6645.7
EMP026554,2025-01,125070,12744,13902.99
EMP026555,2025-04,138995,19736,30367.94
EMP026556,2025-03,117206,23071,16611.01
EMP026557,2025-02,160112,200,11030.96
EMP026558,2025-02,50774,9862,7181.43
EMP026559,2025-03,129417,1969,25764.28
EMP026560,2025-03,172055,42959,32008.46
EMP026561,2025-02,60003,43859,4924.94
EMP026562,2025-03,172615,27947,38098.41
EMP026563,2025-02,26145,46029,4651.07
EMP026564,2025-02,173400,9068,37321.09
EMP026565,2025-01,153827,23255,12400.97
EMP026566,2025-04,166549,22920,35500.66
EMP026567,2025-02,55953,29397,4383.59
EMP026568,2025-03,70286,46556,4114.37
EMP026569,2025-02,81219,6051,16644.94
EMP026570,2025-02,156190,41079,23951.2
EMP026571,2025-02,84674,23930,12892.23
EMP026572,2025-02,65704,17609,6259.1
EMP026573,2025-02,47068,36744,10573.85
EMP026574,2025-03,43699,38076,8250.97
EMP026575,2025-03,89950,18608,6944.33
EMP026576,2025-03,73055,10606,17802.73
EMP026577,2025-01,32101,9139,3762.91
EMP026578,2025-04,97588,15131,22926.18
EMP026579,2025-02,112888,29077,23851.01
EMP026580,2025-01,129205,36479,13547.62
EMP026581,2025-03,74164,10124,6904.54
EMP026582,2025-03,158277,37040,24215.54
EMP026583,2025-01,150044,45067,8406.91
EMP026584,2025-04,70816,20191,10894.56
EMP026585,2025-03,65902,34780,9955.53
EMP026586,2025-01,74277,22845,13723.78
EMP026587,2025-03,25957,28852,4342.73
EMP026588,2025-01,82918,23344,12189.54
EMP026589,2025-02,87748,16657,5077.97
EMP026590,2025-01,174969,18639,23569.53
EMP026591,2025-03,66648,26818,13494.29
EMP026592,2025-01,59375,40702,9525.05
EMP026593,2025-02,173012,47815,32506.87
EMP026594,2025-03,156044,6730,26683.82
EMP026595,2025-03,158354,9928,27827.73
EMP026596,2025-03,173844,26625,9961.65
EMP026597,2025-03,134507,45074,12389.35
EMP026598,2025-03,40038,19067,5172.12
EMP026599,2025-03,125608,39947,9233.34
EMP026600,2025-02,112934,27284,14117.88
EMP026601,2025-04,60245,47709,10495.94
EMP026602,2025-03,29951,36879,2713.86
EMP026603,2025-03,149139,14389,23066.6
EMP026604,2025-02,63198,15282,13201.55
EMP026605,2025-02,71844,840,15736.38
EMP026606,2025-04,43169,23666,5330.05
EMP026607,2025-02,137428,46883,19373.69
EMP026608,2025-02,112009,34714,27112.54
EMP026609,2025-03,74094,1408,13431.9
EMP026610,2025-01,72572,28230,9615.68
EMP026611,2025-03,164012,13995,32241.68
EMP026612,2025-03,142656,41164,18461.57
EMP026613,2025-03,133453,481,24164.28
EMP026614,2025-03,163910,11636,9148.9
EMP026615,2025-01,89131,24771,20436.2
EMP026616,2025-04,158444,41854,24101.74
EMP026617,2025-03,78047,28192,10045.14
EMP026618,2025-04,161156,42226,18314.91
EMP026619,2025-02,107967,1091,9503.18
EMP026620,2025-04,153923,48888,16406.14
EMP026621,2025-03,71492,20371,14139.77
EMP026622,2025-03,99182,408,10618.27
EMP026623,2025-02,36410,41902,5389.85
EMP026624,2025-02,129887,26442,10032.7
EMP026625,2025-02,158871,1434,17545.02
EMP026626,2025-04,120346,31600,15893.85
EMP026627,2025-02,130676,2099,22769.72
EMP026628,2025-01,39746,3529,2511.77
EMP026629,2025-04,108921,7089,14474.06
EMP026630,2025-03,106110,37205,24938.39
EMP026631,2025-04,54674,41505,8317.93
EMP026632,2025-03,112309,30943,18897.72
EMP026633,2025-04,38139,49062,6935.0
EMP026634,2025-02,36288,42341,8387.55
EMP026635,2025-02,52956,934,11298.71
EMP026636,2025-04,97861,38246,18256.13
EMP026637,2025-01,81783,25323,12787.06
