employee_id,attendance_date,attendance_percent,work_mode
EMP009741,2025-07-09,90.16,WFH
EMP003156,2025-06-03,70.85,WFH
EMP023573,2025-08-27,95.87,Office
EMP000979,2025-10-18,74.43,WFH
EMP010498,2025-05-10,92.82,WFH
EMP044844,2025-06-29,74.43,WFH
EMP019432,2025-06-22,83.46,Hybrid
EMP035358,2025-12-30,85.09,Hybrid
EMP045639,2025-10-31,83.83,WFH
EMP023168,2025-09-11,81.19,Hybrid
EMP005943,2025-08-11,79.83,Office
EMP018984,2025-02-25,86.84,Office
EMP035277,2025-05-31,77.52,Office
EMP045280,2025-02-24,71.72,Office
EMP017578,2025-03-06,72.2,Hybrid
EMP005916,2025-09-25,83.3,Hybrid
EMP026334,2025-06-14,77.74,Office
EMP002046,2025-12-06,80.74,Office
EMP024181,2025-05-22,80.88,Office
EMP041208,2025-12-12,110.97189465932833,WFH
EMP042345,2025-03-22,82.5,Office
EMP009565,2025-07-03,83.72,Office
EMP011106,2025-03-09,89.64,Hybrid
EMP048534,2025-02-04,95.99,Hybrid
EMP020057,2025-05-11,81.0,WFH
EMP047562,2025-07-24,71.43,Office
EMP047690,2025-09-21,82.29,WFH
EMP032136,2025-10-03,72.91,Hybrid
EMP039950,2025-09-15,92.94,Hybrid
EMP032813,2025-08-26,71.38,Hybrid
EMP004512,2025-11-01,79.29,WFH
EMP022773,2025-01-21,87.66,Hybrid
EMP015422,2025-01-25,75.13,Office
EMP027117,2025-01-06,90.63,WFH
EMP007776,2025-05-05,70.56,Office
EMP026947,2025-10-11,74.1,WFH
EMP010708,2025-09-23,90.33,WFH
EMP013373,2025-03-28,96.62,WFH
EMP040717,2025-10-11,92.72,Hybrid
EMP029815,2025-01-01,95.35,Office
EMP022608,2025-05-23,91.83,Hybrid
EMP027958,2025-02-01,76.03,Office
EMP030279,2025-01-13,83.71,Hybrid
EMP043848,2025-03-04,83.24,Office
EMP008217,2025-10-10,96.35,Hybrid
EMP010007,2025-10-11,78.8,WFH
EMP033994,2025-10-28,99.06,WFH
EMP034017,2025-12-25,73.94,Hybrid
EMP025355,2025-11-30,98.31,Office
EMP048638,2025-09-05,86.61,Office
EMP019227,2025-11-08,90.47,Office
EMP038467,2025-08-14,70.98,Hybrid
EMP017967,2025-10-17,93.52,Office
EMP004849,2025-09-19,92.43,Hybrid
EMP042674,2025-09-30,87.73,Hybrid
EMP011784,2025-03-19,71.56,Office
EMP046157,2025-09-07,73.16,Hybrid
EMP035907,2025-08-25,98.58,Hybrid
EMP021316,2025-03-07,98.59,Office
EMP010925,2025-07-01,99.37,Hybrid
EMP004643,2025-07-27,94.3,Hybrid
EMP005197,2025-03-28,92.89,Hybrid
EMP011156,2025-10-19,97.06,Hybrid
EMP012056,2025-09-21,76.1,Hybrid
EMP020153,2025-02-07,76.06,Hybrid
EMP038967,2025-02-24,78.97,Office
EMP008073,2025-06-01,99.05,Office
EMP015966,2025-09-16,113.52684472074293,Hybrid
EMP042457,2025-02-03,92.34,Hybrid
EMP044688,2025-12-31,99.77,WFH
EMP031991,2025-09-11,94.02,WFH
EMP021943,2025-12-05,74.94,Hybrid
EMP042696,2025-01-02,93.55,Hybrid
EMP046828,2025-11-13,98.54,Office
EMP047418,2025-02-03,82.22,Office
EMP000315,2025-06-22,71.33,Hybrid
EMP026844,2025-11-26,92.66,Hybrid
EMP005491,2025-02-20,88.74,Hybrid
EMP021720,2025-01-15,73.71,WFH
EMP049201,2025-12-28,98.88,WFH
EMP038685,2025-10-09,95.43,Office
EMP018895,2025-10-24,74.79,WFH
EMP030838,2025-03-24,84.92,Office
EMP044295,2025-04-12,97.33,Office
EMP001747,2025-02-24,73.12,Office
EMP025072,2025-07-05,78.0,WFH
EMP008171,2025-06-09,84.4,Office
EMP033402,2025-06-02,99.53,WFH
EMP012890,2025-07-06,72.84,Hybrid
EMP019105,2025-05-02,79.74,WFH
EMP049328,2025-10-20,82.93,Hybrid
EMP015141,2025-01-08,96.45,Hybrid
EMP027737,2025-07-11,72.76,WFH
EMP008153,2025-06-02,84.09,Hybrid
EMP048487,2025-06-27,97.56,Office
EMP019742,2025-05-29,95.05,Hybrid
EMP037161,2025-01-03,89.6,Hybrid
EMP038148,2025-05-10,73.55,WFH
EMP022355,2025-03-27,81.55,WFH
EMP008667,2025-05-27,87.58,WFH
EMP028404,2025-08-02,76.47,Hybrid
EMP042607,2025-06-20,87.95,Office
EMP034727,2025-10-27,97.15,Office
EMP039448,2025-12-13,86.46,WFH
EMP048690,2025-07-07,89.29,Hybrid
EMP046117,2025-03-09,84.47,Office
EMP040117,2025-10-26,93.24,WFH
EMP005885,2025-08-26,98.48,WFH
EMP012313,2025-11-24,96.95,Office
EMP041597,2025-08-10,95.42,Office
EMP019999,2025-02-11,76.09,Office
EMP003821,2025-09-15,82.76,WFH
EMP004323,2025-01-11,95.82,Office
EMP038236,2025-08-11,99.61,Hybrid
EMP045094,2025-11-26,71.17,Office
EMP038271,2025-08-07,76.66,Office
EMP034166,2025-05-02,75.0,Hybrid
EMP039218,2025-06-30,99.59,Office
EMP024924,2025-11-03,85.51,WFH
EMP016387,2025-05-04,76.72,WFH
EMP022943,2025-02-18,81.29,Office
EMP033751,2025-02-02,84.24,Office
EMP032334,2025-03-04,95.3,Hybrid
EMP041692,2025-06-09,76.91,WFH
EMP047758,2025-07-31,84.89,WFH
EMP022913,2025-04-26,92.62,Office
EMP021984,2025-04-22,93.64,Office
EMP046198,2025-11-09,70.79,Hybrid
EMP022075,2025-06-26,79.42,Hybrid
EMP047165,2025-12-11,70.61,Hybrid
EMP043561,2025-10-09,81.4,Office
EMP005906,2025-04-11,74.09,Hybrid
EMP025029,2025-07-15,71.35,Office
EMP004074,2025-07-07,91.48,WFH
EMP002235,2025-11-18,77.98,Office
EMP015274,2025-04-26,98.24,Office
EMP007632,2025-08-01,70.84,Hybrid
EMP038556,2025-11-30,71.1,WFH
EMP012062,2025-12-12,70.59,Hybrid
EMP049254,2025-08-19,83.4,Hybrid
EMP023819,2025-08-26,99.36,Office
EMP044668,2025-10-16,74.92,WFH
EMP023705,2025-10-20,87.24,WFH
EMP029363,2025-01-30,96.14,Office
EMP046507,2025-12-29,75.46,Office
EMP010851,2025-08-29,81.83,WFH
EMP030639,2025-06-10,97.17,Office
EMP016920,2025-09-11,71.17,Hybrid
EMP023885,2025-02-23,96.82,Office
EMP031481,2025-05-04,98.51,Hybrid
EMP030698,2025-01-16,72.64,Hybrid
EMP018085,2025-01-04,92.18,Hybrid
EMP039808,2025-02-10,99.35,Office
EMP030302,2025-12-01,96.98,Hybrid
EMP007115,2025-01-21,82.21,Office
EMP030551,2025-10-03,82.31,Hybrid
EMP045180,2025-11-03,78.65,Hybrid
EMP007470,2025-04-19,72.01,Office
EMP047772,2025-06-13,71.63,Hybrid
EMP006493,2025-12-12,81.1,Hybrid
EMP037113,2025-04-21,83.09,WFH
EMP001972,2025-01-04,70.46,Hybrid
EMP046351,2025-10-03,72.52,Hybrid
EMP009645,2025-04-01,78.6,WFH
EMP026170,2025-11-20,70.81,WFH
EMP017097,2025-12-09,88.35,WFH
EMP036424,2025-07-02,74.77,Office
EMP048111,2025-08-18,70.82,WFH
EMP012535,2025-08-26,99.24,Hybrid
EMP012769,2025-09-27,83.05,Hybrid
EMP022626,2025-08-04,84.9,Office
EMP039241,2025-04-04,85.16,Office
EMP028661,2025-09-23,94.47,Office
EMP024145,2025-05-15,84.46,Office
EMP009641,2025-05-25,99.67,Hybrid
EMP020033,2025-07-23,98.23,WFH
EMP037893,2025-12-09,70.68,WFH
EMP026590,2025-12-11,85.71,Office
EMP008651,2025-04-19,78.9,Hybrid
EMP002844,2025-11-23,78.95,Hybrid
EMP024358,2025-12-30,76.9,WFH
EMP016977,2025-09-13,88.65,WFH
EMP000498,2025-08-25,83.46,WFH
EMP002135,2025-09-10,91.89,WFH
EMP018834,2025-10-19,85.79,Hybrid
EMP005413,2025-04-12,95.2,Hybrid
EMP032667,2025-12-14,83.57,WFH
EMP004293,2025-11-17,76.58,Office
EMP027388,2025-04-28,99.65,WFH
EMP031827,2025-09-10,74.77,Hybrid
EMP000027,2025-06-25,72.1,Hybrid
EMP012109,2025-04-08,74.52,Hybrid
EMP014471,2025-01-21,95.39,Hybrid
EMP029786,2025-11-26,77.67,Hybrid
EMP002254,2025-02-11,75.17,Office
EMP020027,2025-08-04,94.79,Office
EMP044259,2025-05-09,86.43,WFH
EMP029275,2025-03-12,96.39,Hybrid
EMP046148,2025-10-23,87.45,WFH
EMP045418,2025-05-04,92.94,WFH
EMP042244,2025-07-09,80.97,Hybrid
EMP047762,2025-10-26,94.44,WFH
EMP001087,2025-08-31,80.89,Office
EMP024407,2025-09-03,89.42,Hybrid
EMP034784,2025-01-25,79.24,WFH
EMP021452,2025-05-08,93.62,Hybrid
EMP009908,2025-07-02,94.1,Hybrid
EMP007124,2025-11-11,84.71,Hybrid
EMP046703,2025-04-28,82.95,Hybrid
EMP026303,2025-09-16,72.97,Hybrid
EMP007085,2025-10-02,77.19,WFH
EMP019848,2025-05-14,77.03,Hybrid
EMP022806,2025-03-25,99.94,Hybrid
EMP014249,2025-05-08,75.74,Office
EMP004468,2025-05-17,72.57,WFH
EMP025385,2025-04-01,74.17,Office
EMP002897,2025-07-04,81.72,Hybrid
EMP010363,2025-11-30,71.86,WFH
EMP019513,2025-06-20,73.14,Office
EMP020640,2025-07-14,71.24,Hybrid
EMP042111,2025-10-10,83.91,Office
EMP017719,2025-05-31,97.13,Office
EMP025094,2025-01-22,96.69,Hybrid
EMP023463,2025-01-03,88.39,Hybrid
EMP017673,2025-09-09,90.02,Office
EMP008938,2025-06-12,96.99,WFH
EMP047392,2025-08-01,71.85,Hybrid
EMP045476,2025-10-17,98.9,Hybrid
EMP028544,2025-05-14,96.66,Hybrid
EMP022032,2025-08-07,99.96,Hybrid
EMP038697,2025-06-09,87.89,Office
EMP017082,2025-09-25,99.84,Office
EMP011227,2025-06-04,92.72,Office
EMP016859,2025-03-25,89.83,WFH
EMP044937,2025-04-16,82.95,Office
EMP030333,2025-08-14,77.63,WFH
EMP046958,2025-12-29,99.61,WFH
EMP039301,2025-09-20,98.46,Hybrid
EMP041471,2025-12-20,78.75,Office
EMP025114,2025-07-21,71.22,Office
EMP043221,2025-09-10,87.76,WFH
EMP022017,2025-12-18,99.02,WFH
EMP005385,2025-11-27,79.29,WFH
EMP017751,2025-07-30,82.04,Office
EMP017446,2025-03-08,78.14,Hybrid
EMP028905,2025-07-04,86.54,Hybrid
EMP035076,2025-11-21,76.14,WFH
EMP016692,2025-11-15,95.0,Office
EMP029075,2025-10-01,95.41,WFH
EMP009189,2025-01-15,71.29,WFH
EMP025861,2025-07-04,76.01,Office
EMP030172,2025-04-19,92.34,Hybrid
EMP029422,2025-11-04,91.97,WFH
EMP042090,2025-10-27,72.01,Hybrid
EMP031991,2025-10-21,96.4,Office
EMP000304,2025-06-24,79.46,Office
EMP006487,2025-05-10,91.18,WFH
EMP005567,2025-04-26,71.09,WFH
EMP021542,2025-03-31,83.61,WFH
EMP003892,2025-10-07,70.32,Office
EMP009047,2025-07-28,93.2,Hybrid
EMP029742,2025-05-18,71.59,Hybrid
EMP005725,2025-07-27,72.75,Office
EMP048348,2025-10-01,97.19,WFH
EMP022665,2025-09-12,81.36,Hybrid
EMP005351,2025-03-05,87.85,WFH
EMP041778,2025-12-14,70.06,Hybrid
EMP014026,2025-11-23,80.15,Hybrid
EMP028226,2025-03-18,70.33,Office
EMP009165,2025-11-29,90.26,Hybrid
EMP036902,2025-08-26,97.2,Hybrid
EMP009371,2025-08-20,78.31,Office
EMP048631,2025-12-19,95.76,WFH
EMP032873,2025-10-19,70.54,Hybrid
EMP024831,2025-01-21,90.56,Hybrid
EMP023956,2025-08-14,78.15,WFH
EMP047038,2025-07-01,73.5,WFH
EMP022986,2025-02-21,92.47,Office
EMP023056,2025-10-15,74.64,Hybrid
EMP025167,2025-10-25,96.42,WFH
EMP041330,2025-12-23,93.56,Hybrid
EMP012390,2025-04-17,93.95,Office
EMP019348,2025-07-21,74.28,Office
EMP041624,2025-03-27,71.47,Office
EMP016361,2025-06-05,78.27,Hybrid
EMP049842,2025-02-01,97.18,Hybrid
EMP014215,2025-12-02,97.05,WFH
EMP027223,2025-03-18,99.59,WFH
EMP006744,2025-07-26,70.67,WFH
EMP035357,2025-11-05,75.79,WFH
EMP034304,2025-03-25,75.13,Hybrid
EMP014699,2025-10-01,81.52,Hybrid
EMP034797,2025-08-18,87.82,Office
EMP029603,2025-04-27,76.77,WFH
EMP017970,2025-01-31,91.51,Hybrid
EMP014948,2025-05-08,89.46,Hybrid
EMP035538,2025-05-30,94.03,Office
EMP022470,2025-08-28,98.74,Hybrid
EMP006487,2025-05-23,83.7,Hybrid
EMP007242,2025-11-17,73.03,Hybrid
EMP030855,2025-07-20,91.74,Office
EMP019372,2025-04-05,72.89,Hybrid
EMP040904,2025-11-23,90.69,Hybrid
EMP032525,2025-11-12,76.08,WFH
EMP046942,2025-05-28,72.14,Office
EMP022475,2025-08-13,71.03,WFH
EMP012668,2025-04-17,75.14,Office
EMP013802,2025-01-11,78.11,WFH
EMP042109,2025-08-16,90.76,Hybrid
EMP047142,2025-06-07,84.84,Hybrid
EMP049933,2025-01-20,86.59,Office
EMP004406,2025-09-15,97.9,Hybrid
EMP002154,2025-03-23,71.44,Office
EMP025132,2025-05-10,92.47,Office
EMP019681,2025-05-30,79.36,Hybrid
EMP019698,2025-05-07,90.82,Office
EMP039065,2025-04-14,83.47,Office
EMP035352,2025-03-05,99.51,Office
EMP028284,2025-04-23,74.69,WFH
EMP028445,2025-07-24,85.14,Office
EMP035812,2025-09-13,82.66,Hybrid
EMP022364,2025-12-22,84.33,Office
EMP044805,2025-12-07,86.52,Office
EMP010528,2025-02-03,91.77,Hybrid
EMP019647,2025-11-03,90.51,Office
EMP039805,2025-11-20,77.9,WFH
EMP016037,2025-01-19,75.22,Office
EMP006727,2025-05-17,89.55,WFH
EMP036791,2025-06-04,81.71,WFH
EMP041161,2025-02-10,71.46,WFH
EMP018275,2025-01-18,77.83,Hybrid
EMP024588,2025-12-17,71.51,Hybrid
EMP021556,2025-06-26,82.09,Office
EMP010169,2025-02-10,97.19,Hybrid
EMP015104,2025-06-10,70.62,Hybrid
EMP025902,2025-09-15,72.57,Hybrid
EMP030568,2025-07-27,71.4,Hybrid
EMP045031,2025-10-19,88.64,Hybrid
EMP013208,2025-05-09,80.52,WFH
EMP039433,2025-01-30,95.71,WFH
EMP023692,2025-08-26,82.86,Office
EMP003557,2025-12-03,77.86,Hybrid
EMP040073,2025-06-13,71.08,Hybrid
EMP033134,2025-04-28,90.47,WFH
EMP015894,2025-09-20,70.87,Hybrid
EMP015867,2025-10-18,76.8,Office
EMP000657,2025-11-11,73.56,Hybrid
EMP041121,2025-06-29,88.57,WFH
EMP015097,2025-05-09,70.71,WFH
EMP015448,2025-07-16,70.88,WFH
EMP019855,2025-02-10,93.43,Office
EMP021984,2025-12-30,73.68,Hybrid
EMP049697,2025-10-27,95.52,WFH
EMP031197,2025-01-17,78.65,Office
EMP012047,2025-12-16,98.15,WFH
EMP039195,2025-11-13,88.88,WFH
EMP034530,2025-07-31,89.02,WFH
EMP000957,2025-10-21,77.62,Hybrid
EMP024561,2025-07-23,81.7,WFH
EMP024176,2025-06-07,98.83,Office
EMP041042,2025-06-14,76.15,Office
EMP028881,2025-02-28,97.8,Hybrid
EMP021296,2025-09-17,81.28,Office
EMP014856,2025-08-26,72.9,Hybrid
EMP049599,2025-09-27,128.76193494662195,Hybrid
EMP018004,2025-01-05,93.66,Office
EMP011505,2025-11-21,94.82,Hybrid
EMP013037,2025-11-15,97.53,WFH
EMP042134,2025-04-04,95.78,Office
EMP038774,2025-05-30,83.37,Office
EMP013845,2025-08-08,92.09,WFH
EMP000646,2025-03-04,92.98,Hybrid
EMP033147,2025-05-13,76.17,Office
EMP039878,2025-07-07,78.97,Office
EMP044694,2025-12-23,96.3,WFH
EMP017525,2025-02-23,91.6,Hybrid
EMP020120,2025-02-16,93.15,WFH
EMP047680,2025-07-09,97.93,WFH
EMP026590,2025-11-11,71.4,WFH
EMP017046,2025-11-06,71.79,Hybrid
EMP013164,2025-01-23,94.69,WFH
EMP024588,2025-11-06,70.82,Hybrid
EMP021594,2025-07-04,82.81,WFH
EMP033156,2025-10-02,95.86,Office
EMP030803,2025-09-29,70.42,WFH
EMP028410,2025-12-16,72.61,Office
EMP010112,2025-04-20,92.04,WFH
EMP045452,2025-10-26,87.9,Office
EMP021120,2025-02-17,83.64,WFH
EMP024676,2025-11-17,74.88,Hybrid
EMP047079,2025-09-08,81.91,WFH
EMP047978,2025-06-06,72.75,Office
EMP035540,2025-07-06,72.44,Office
EMP036938,2025-12-15,81.76,WFH
EMP023648,2025-07-09,96.32,Office
EMP026954,2025-04-24,96.9,Office
EMP042824,2025-02-28,95.31,Office
EMP004020,2025-04-07,86.64,Hybrid
EMP020655,2025-12-21,92.89,WFH
EMP038625,2025-03-29,74.8,Hybrid
EMP047419,2025-07-29,75.36,Office
EMP028335,2025-05-24,87.9,Hybrid
EMP048696,2025-01-02,80.83,WFH
EMP045484,2025-06-14,88.07,Office
EMP016419,2025-04-11,96.19,Hybrid
EMP026743,2025-03-08,76.46,Office
EMP013683,2025-01-30,82.18,Hybrid
EMP048029,2025-06-13,71.74,Hybrid
EMP044600,2025-01-08,94.17,Hybrid
EMP012165,2025-10-24,89.99,WFH
EMP007619,2025-03-18,86.63,WFH
EMP003381,2025-12-08,95.19,Hybrid
EMP023928,2025-01-18,85.23,Office
EMP015164,2025-03-06,82.3,Hybrid
EMP019561,2025-07-27,71.27,Hybrid
EMP014726,2025-02-11,71.14,Hybrid
EMP041136,2025-02-12,72.55,Office
EMP004688,2025-01-24,80.87,Hybrid
EMP046243,2025-09-03,99.86,Hybrid
EMP045970,2025-03-30,98.92,Office
EMP029963,2025-01-13,72.84,Hybrid
EMP001587,2025-11-03,71.19,Office
EMP008057,2025-05-17,91.0,Hybrid
EMP046359,2025-10-10,90.42,Office
EMP005423,2025-09-20,78.64,WFH
EMP020043,2025-08-21,94.83,Office
EMP000953,2025-07-28,87.45,Hybrid
EMP029533,2025-07-25,79.58,WFH
EMP038134,2025-09-27,72.5,Office
EMP012522,2025-07-04,90.96,WFH
EMP010907,2025-09-03,87.2,Office
EMP002979,2025-02-24,83.9,Hybrid
EMP046519,2025-04-20,80.77,Office
EMP042770,2025-05-17,81.45,WFH
EMP031276,2025-03-25,74.77,WFH
EMP043767,2025-03-02,74.12,Office
EMP012344,2025-07-13,86.28,Office
EMP011952,2025-09-06,98.32,WFH
EMP014692,2025-11-25,95.64,Office
EMP011521,2025-12-08,97.88,Hybrid
EMP037677,2025-09-15,78.25,Hybrid
EMP011327,2025-02-07,99.85,Office
EMP030522,2025-06-18,97.28,Office
EMP034728,2025-11-04,74.44,Hybrid
EMP037951,2025-04-24,77.26,Office
EMP000806,2025-01-21,84.48,WFH
EMP035869,2025-09-05,74.19,Office
EMP034344,2025-02-27,79.42,Office
EMP011923,2025-10-24,81.8,WFH
EMP008792,2025-11-25,72.76,Hybrid
EMP035384,2025-10-21,73.43,Office
EMP044332,2025-02-21,75.32,Hybrid
EMP015041,2025-06-08,95.45,Hybrid
EMP025188,2025-08-05,88.99,Hybrid
EMP030861,2025-02-04,93.45,Office
EMP026526,2025-05-02,72.09,WFH
EMP038395,2025-01-31,71.03,WFH
EMP025137,2025-04-18,91.19,Office
EMP043507,2025-02-05,95.07,Office
EMP017011,2025-05-20,77.19,Office
EMP039653,2025-02-21,74.37,Office
EMP020737,2025-06-12,88.61,Hybrid
EMP044223,2025-08-25,91.3,WFH
EMP011975,2025-03-14,86.66,WFH
EMP008867,2025-07-26,87.21,WFH
EMP049201,2025-06-15,76.51,WFH
EMP034211,2025-05-18,84.68,Office
EMP018287,2025-12-23,98.88,WFH
EMP015016,2025-08-12,93.19,Office
EMP037141,2025-08-07,72.81,Hybrid
EMP026671,2025-08-24,81.17,WFH
EMP036611,2025-12-03,86.01,WFH
EMP020696,2025-10-25,88.75,WFH
EMP024806,2025-08-26,99.76,WFH
EMP024191,2025-08-03,97.35,WFH
EMP007998,2025-02-11,99.62,Office
EMP044453,2025-08-19,87.94,Office
EMP022753,2025-03-01,83.86,Hybrid
EMP018070,2025-10-10,81.08,WFH
EMP030509,2025-05-02,81.06,Office
EMP021518,2025-11-12,86.89,Office
EMP041593,2025-03-25,80.25,Office
EMP049036,2025-11-21,92.72,Office
EMP008525,2025-12-10,91.96,WFH
EMP010072,2025-05-29,77.94,WFH
EMP039078,2025-06-28,71.83,Hybrid
EMP041467,2025-07-18,89.54,Hybrid
EMP020597,2025-09-05,82.89,Office
EMP016824,2025-01-06,75.6,Office
EMP009782,2025-10-24,83.57,Office
EMP015941,2025-09-18,88.85,Hybrid
EMP040240,2025-01-27,81.5,Office
EMP047561,2025-03-11,88.49,WFH
EMP034760,2025-08-07,90.34,Office
EMP045925,2025-05-12,99.61,Hybrid
EMP042695,2025-04-04,89.54,Hybrid
EMP026840,2025-07-26,76.69,Office
EMP049265,2025-09-14,80.54,WFH
EMP002264,2025-10-13,80.13,WFH
EMP025003,2025-01-13,96.65,Office
EMP038023,2025-06-14,92.41,Office
EMP025643,2025-05-14,85.12,Hybrid
EMP035580,2025-11-05,88.96,Hybrid
EMP012572,2025-06-30,88.48,Hybrid
EMP017218,2025-05-15,78.82,WFH
EMP048226,2025-05-14,84.82,Hybrid
EMP007228,2025-05-04,87.13,Hybrid
EMP041190,2025-02-21,97.56,Hybrid
EMP014208,2025-05-15,82.2,Hybrid
EMP046723,2025-05-13,72.83,Hybrid
EMP012673,2025-11-26,95.55,Hybrid
EMP041784,2025-10-06,97.38,Office
EMP035287,2025-02-24,97.62,WFH
EMP020052,2025-01-14,86.07,Office
EMP028880,2025-08-31,87.81,Hybrid
EMP028846,2025-06-16,76.46,WFH
EMP010016,2025-08-04,94.65,WFH
EMP042065,2025-08-15,89.84,WFH
EMP017426,2025-07-06,83.25,Hybrid
EMP021497,2025-12-27,97.43,WFH
EMP000708,2025-10-14,85.29,Office
EMP017768,2025-07-09,92.49,Office
EMP026468,2025-02-11,87.75,Hybrid
EMP017687,2025-04-09,93.63,WFH
EMP007119,2025-07-16,96.5,Hybrid
EMP011214,2025-03-26,95.55,WFH
EMP031486,2025-02-11,80.42,Office
EMP015502,2025-03-12,76.89,Hybrid
EMP008869,2025-03-26,91.48,Hybrid
EMP029334,2025-11-01,73.05,Hybrid
EMP042524,2025-01-25,74.95,WFH
EMP034029,2025-07-28,70.43,WFH
EMP010546,2025-05-08,70.36,WFH
EMP000358,2025-07-29,80.07,WFH
EMP021789,2025-01-04,94.7,WFH
EMP038181,2025-05-15,70.59,Office
EMP036003,2025-06-08,99.89,Hybrid
EMP016803,2025-05-14,71.68,Hybrid
EMP020340,2025-10-31,80.86,Office
EMP001594,2025-06-10,98.48,Hybrid
EMP004603,2025-12-10,72.74,WFH
EMP046738,2025-02-10,74.31,WFH
EMP009578,2025-03-08,82.18,WFH
EMP045368,2025-07-31,88.39,WFH
EMP030330,2025-12-18,88.21,Office
EMP010944,2025-06-08,70.21,Hybrid
EMP033013,2025-11-15,98.33,Hybrid
EMP004573,2025-03-01,77.41,Office
EMP049767,2025-03-14,77.77,WFH
EMP016251,2025-10-22,89.89,WFH
EMP016634,2025-10-07,93.39,Office
EMP044054,2025-02-26,78.13,WFH
EMP039389,2025-04-09,91.8,Hybrid
EMP026172,2025-07-06,97.01,WFH
EMP005870,2025-07-06,81.68,Office
EMP005972,2025-09-29,73.56,Hybrid
EMP049663,2025-07-18,90.01,Hybrid
EMP013958,2025-05-07,88.72,Hybrid
EMP005969,2025-03-31,86.07,WFH
EMP021254,2025-01-06,89.03,Hybrid
EMP025942,2025-01-26,99.1,Office
EMP007648,2025-05-30,73.8,WFH
EMP025500,2025-07-12,88.18,Office
EMP031786,2025-10-01,73.55,WFH
EMP016458,2025-05-02,92.59,Office
EMP009001,2025-01-23,92.36,Hybrid
EMP037910,2025-01-25,70.75,WFH
EMP034895,2025-01-31,82.46,WFH
EMP018589,2025-05-27,97.57,WFH
EMP006471,2025-02-12,78.83,Office
EMP015474,2025-01-26,89.63,Office
EMP016162,2025-04-19,77.78,WFH
EMP020064,2025-09-20,87.15,Hybrid
EMP012909,2025-05-24,71.17,WFH
EMP011851,2025-09-28,88.53,Hybrid
EMP000985,2025-03-10,98.66,Hybrid
EMP035897,2025-09-25,85.11,WFH
EMP007188,2025-03-26,97.03,Hybrid
EMP027857,2025-06-22,70.5,Hybrid
EMP020340,2025-04-08,90.67,Office
EMP043614,2025-02-06,89.92,Office
EMP038482,2025-11-24,77.87,WFH
EMP014084,2025-03-22,85.25,WFH
EMP048288,2025-10-17,89.56,WFH
EMP043907,2025-11-17,91.36,Office
EMP025436,2025-08-17,82.76,Office
EMP002086,2025-04-30,95.42,Office
EMP030838,2025-11-14,75.38,Office
EMP039302,2025-09-01,86.39,Hybrid
EMP016184,2025-06-19,72.19,Hybrid
EMP035496,2025-05-15,72.25,Hybrid
EMP033145,2025-06-15,98.17,WFH
EMP039761,2025-06-03,99.91,Hybrid
EMP046954,2025-07-21,80.02,WFH
EMP022085,2025-03-16,80.79,WFH
EMP037459,2025-05-07,87.49,Hybrid
EMP001066,2025-01-23,73.29,WFH
EMP003683,2025-08-14,91.84,Hybrid
EMP047562,2025-05-07,97.46,WFH
EMP048578,2025-03-31,89.94,Hybrid
EMP032489,2025-10-05,70.24,WFH
EMP031461,2025-07-26,77.59,Office
EMP008821,2025-12-24,70.26,Office
EMP018758,2025-04-18,70.61,WFH
EMP046589,2025-08-15,93.41,Hybrid
EMP023147,2025-06-24,89.06,WFH
EMP008059,2025-11-08,86.59,Hybrid
EMP022853,2025-07-09,93.83,Hybrid
EMP014119,2025-02-26,70.14,Hybrid
EMP036743,2025-03-11,70.81,WFH
EMP006660,2025-10-17,75.65,Office
EMP004842,2025-10-09,90.69,Office
EMP018336,2025-04-29,86.14,Hybrid
EMP047352,2025-12-27,77.59,Office
EMP020306,2025-06-09,97.24,Hybrid
EMP003425,2025-09-29,88.16,WFH
EMP047502,2025-06-14,92.38,Hybrid
EMP014539,2025-05-27,70.02,WFH
EMP042286,2025-05-09,76.94,Hybrid
EMP024115,2025-09-25,93.71,Hybrid
EMP045277,2025-10-17,84.99,Hybrid
EMP003770,2025-10-04,81.31,Hybrid
EMP031587,2025-05-02,89.35,Hybrid
EMP026448,2025-04-30,87.52,WFH
EMP020016,2025-01-07,70.79,Hybrid
EMP035079,2025-05-12,73.03,WFH
EMP002344,2025-06-25,70.05,Office
EMP003387,2025-05-09,92.29,Office
EMP035108,2025-12-15,86.91,Hybrid
EMP000684,2025-07-19,70.35,Hybrid
EMP025452,2025-06-22,83.91,Hybrid
EMP001055,2025-09-03,82.85,WFH
EMP023596,2025-03-29,85.73,WFH
EMP020399,2025-06-06,90.43,WFH
EMP023686,2025-08-14,77.23,WFH
EMP000349,2025-03-23,81.97,WFH
EMP028891,2025-09-04,86.39,WFH
EMP016363,2025-10-23,93.83,WFH
EMP033791,2025-10-14,84.74,Hybrid
EMP025026,2025-05-29,75.56,Office
EMP000504,2025-03-10,72.0,Hybrid
EMP041046,2025-05-13,70.94,Office
EMP044283,2025-02-14,70.13,WFH
EMP013577,2025-01-05,88.36,Office
EMP033291,2025-05-11,79.89,WFH
EMP011885,2025-07-06,77.26,WFH
EMP025206,2025-12-26,85.47,Hybrid
EMP032786,2025-08-10,88.78,Office
EMP001269,2025-11-26,79.36,Office
EMP001177,2025-07-31,71.26,Office
EMP018017,2025-02-28,81.4,WFH
EMP012746,2025-06-09,97.96,Office
